device,model,precision,vllm_version,timestamp,seq_len,batch_size,input_len,tp_size,cpu_offload_gb,run_id,slurm_jobid,wall_time_s,throughput,throughput_std,first_token_ms,rest_token_ms,end2end_ms,mem_alloc_gb,mem_max_gb,total_mem_gb,graph_compile_s,avg_power_w,energy_j_est,energy_per_token,logfile
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:19:23Z,128,128,,,,gaudi2_s128_b128_r2_1770614363,1260701,35,19578.662681341146,,45.07146498654038,5.435317459948889,831.6681890049949,9.41,10.37,94.62,7.977343634003773,,105600.33,0.154104,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s128_b128_r2_1770614363.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:19:59Z,128,128,,,,gaudi2_s128_b128_r3_1770614399,1260701,34,19557.018551833426,,45.53055861033499,5.436018422084648,832.3808997869492,9.42,10.37,94.62,7.977948318934068,,102583.18,0.154275,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s128_b128_r3_1770614399.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:22:05Z,512,1,,,,gaudi2_s512_b1_r1_1770614525,1260701,44,228.00547441994652,,8.79550683312118,4.242314761705011,2245.1466338243335,8.13,8.14,94.62,11.232744788983837,,132754.70,13.232806,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s512_b1_r1_1770614525.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:22:50Z,512,1,,,,gaudi2_s512_b1_r2_1770614570,1260701,45,227.95701251533637,,9.234106191433966,4.2425946278293445,2245.6171814119443,8.13,8.14,94.62,11.24182966107037,,135771.85,13.235620,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s512_b1_r2_1770614570.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:23:36Z,512,1,,,,gaudi2_s512_b1_r3_1770614616,1260701,45,227.95171708014237,,9.120952826924622,4.242796632060289,2245.646911393851,8.13,8.14,94.62,11.307162372977473,,135771.85,13.235927,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s512_b1_r3_1770614616.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:25:58Z,512,8,,,,gaudi2_s512_b8_r1_1770614758,1260701,47,1764.356511081974,,11.18487254716456,4.380958400431604,2320.265009999275,8.36,8.42,94.62,13.638004234060645,,141806.16,1.710058,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s512_b8_r1_1770614758.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:26:46Z,512,8,,,,gaudi2_s512_b8_r2_1770614806,1260701,48,1764.904456961882,,10.919751203618944,4.380166686528204,2319.5680818054825,8.36,8.42,94.62,13.648714834009297,,144823.31,1.709527,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s512_b8_r2_1770614806.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:27:35Z,512,8,,,,gaudi2_s512_b8_r3_1770614855,1260701,46,1764.2911895120021,,10.973150632344186,4.381290005033366,2320.4055949812755,8.36,8.43,94.62,13.622039105044678,,138789.01,1.710122,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s512_b8_r3_1770614855.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:30:05Z,512,32,,,,gaudi2_s512_b32_r1_1770615005,1260701,51,6097.425167719916,,17.866575554944575,5.056735121375296,2683.337820204906,9.18,9.42,94.62,14.54142399202101,,153874.77,0.494824,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s512_b32_r1_1770615005.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:30:57Z,512,32,,,,gaudi2_s512_b32_r2_1770615057,1260701,50,6098.419540917037,,18.04015883244574,5.05606792835289,2682.858623773791,9.18,9.42,94.62,14.561673669028096,,150857.62,0.494743,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s512_b32_r2_1770615057.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:31:48Z,512,32,,,,gaudi2_s512_b32_r3_1770615108,1260701,51,6096.871091387266,,18.398728012107313,5.056444650111308,2683.5103787714615,9.18,9.42,94.62,14.523765941965394,,153874.77,0.494869,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s512_b32_r3_1770615108.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:34:47Z,512,128,,,,gaudi2_s512_b128_r1_1770615287,1260701,62,15537.699906944192,,47.05706862732768,7.884798397231708,4203.117441223003,12.42,13.38,94.62,19.19853782095015,,187063.44,0.194183,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s512_b128_r1_1770615287.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:35:50Z,512,128,,,,gaudi2_s512_b128_r2_1770615350,1260701,63,15535.70546536299,,47.34367439523339,7.88434070727283,4203.079507406801,12.42,13.37,94.62,19.222491599968635,,190080.60,0.194208,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s512_b128_r2_1770615350.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:36:54Z,512,128,,,,gaudi2_s512_b128_r3_1770615414,1260701,63,15531.637671283193,,47.83394732512534,7.88573961059787,4204.218760621734,12.42,13.37,94.62,19.208472952945158,,190080.60,0.194258,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s512_b128_r3_1770615414.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:41:24Z,2048,1,,,,gaudi2_s2048_b1_r1_1770615684,1260701,102,223.9177721776562,,9.370659408159554,4.428942866430495,9145.314324414358,8.23,8.23,94.62,32.942885634023696,,307749.54,13.474376,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s2048_b1_r1_1770615684.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:43:07Z,2048,1,,,,gaudi2_s2048_b1_r2_1770615787,1260701,102,223.94639370560205,,9.321318776346743,4.4285662702462645,9144.173285388388,8.23,8.23,94.62,33.04485439998098,,307749.54,13.472654,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s2048_b1_r2_1770615787.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:44:50Z,2048,1,,,,gaudi2_s2048_b1_r3_1770615890,1260701,102,223.9612241997835,,9.1789904050529,4.428193149585449,9143.503682222217,8.23,8.23,94.62,33.00992805196438,,307749.54,13.471762,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s2048_b1_r3_1770615890.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:50:21Z,2048,8,,,,gaudi2_s2048_b8_r1_1770616221,1260701,113,1577.8355007376813,,12.495323410257697,5.026304812211968,10380.268080020323,9.12,9.18,94.62,38.19354195392225,,340938.21,1.912210,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s2048_b8_r1_1770616221.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:52:15Z,2048,8,,,,gaudi2_s2048_b8_r2_1770616335,1260701,113,1578.259882105208,,12.01521996408701,5.024945342360027,10377.391560212709,9.11,9.18,94.62,38.128095102030784,,340938.21,1.911695,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s2048_b8_r2_1770616335.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T05:54:09Z,2048,8,,,,gaudi2_s2048_b8_r3_1770616449,1260701,113,1577.981991464092,,12.027985393069685,5.026067103669648,10379.287840798497,9.11,9.18,94.62,38.19598726904951,,340938.21,1.912032,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s2048_b8_r3_1770616449.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T06:01:00Z,2048,32,,,,gaudi2_s2048_b32_r1_1770616860,1260701,146,4507.568847223826,,19.676965987309813,7.032431200197633,14525.59847815428,12.18,12.42,94.62,50.37648240302224,,440504.24,0.669352,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s2048_b32_r1_1770616860.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T06:03:27Z,2048,32,,,,gaudi2_s2048_b32_r2_1770617007,1260701,146,4507.275953590507,,19.88647161051631,7.032935550453666,14526.896663429216,12.18,12.42,94.62,50.37274989695288,,440504.24,0.669396,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s2048_b32_r2_1770617007.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T06:05:54Z,2048,32,,,,gaudi2_s2048_b32_r3_1770617154,1260701,146,4507.030194312309,,19.70181460492313,7.033049210366435,14526.981597580016,12.18,12.42,94.62,50.354820559034124,,440504.24,0.669432,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s2048_b32_r3_1770617154.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T06:17:30Z,2048,128,,,,gaudi2_s2048_b128_r1_1770617850,1260701,271,8670.335048547367,,53.16025819629431,14.608860814477108,30186.39736121986,24.42,25.39,94.62,97.57307137805037,,817648.28,0.347986,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s2048_b128_r1_1770617850.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T06:22:02Z,2048,128,,,,gaudi2_s2048_b128_r2_1770618122,1260701,271,8671.025075410864,,52.7564215939492,14.60725499862331,30182.758536026813,24.42,25.39,94.62,97.54027117497753,,817648.28,0.347958,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s2048_b128_r2_1770618122.log
gaudi2-ohf,NousResearch/Meta-Llama-3.1-8B-Instruct,fp8,,2026-02-09T06:26:34Z,2048,128,,,,gaudi2_s2048_b128_r3_1770618394,1260701,272,8671.601674264295,,53.07700959965587,14.606679957002877,30181.711958395317,24.42,25.39,94.62,97.6317721180385,,820665.43,0.347935,/scratch/tianche5/gaudi_bench/bench_results/gaudi2/logs/run_gaudi2_s2048_b128_r3_1770618394.log
